date_start,date_end,place,latitude,longitude
1177-08-22,1177-08-22,im Dogenpalast zu Venedig,45.5833, 12.5667
1177-08-01,1177-08-31,Venedig,45.5833, 12.5667
1169-10-01,1169-10-31,Donauwörth 
1175-01-01,1175-12-31,Rülzheim 
1177-05-10,1177-05-10,Venedig,45.5833, 12.5667
1178-08-15,1178-08-15,Vienne,48.2167, 16.3667
1179-06-27,1179-06-27,Burg Kelmünz
1177-05-11,1177-05-11,Ravenna,44.4167, 11.9833
1174-02-24,1174-02-24,auf dem feierlichen 
1174-10-01,1174-10-31,Asti,44.9, 8.2167
1175-04-06,1175-04-06,bei Tortona
1177-09-17,1177-09-17,im Dogenpalast zu Venedig,45.5833, 12.5667
1174-05-09,1174-05-09,Sinzig,50.55, 7.25
1173-11-29,1173-11-29,Worms,49.6333, 8.35
1176-05-29,1176-05-29,Legnano
1178-08-08,1178-08-08,Valence,39.4667, -0.3667
1180-01-25,1180-01-25,Würzburg,49.8, 9.9333
1179-06-01,1179-06-01,"Eger, Magdeburg"
1173-02-28,1173-02-28,(Säckingen)
1177-07-21,1177-07-21,Chioggia
1176-12-01,1176-12-31,in der kaiserlichen Pfalz zu Cremona 
1176-03-10,1176-03-10,"Celle (di Carsoli, in der Sabina)"
1179-04-11,1179-04-11,Selz,48.8950622, 8.107778
1169-06-23,1169-06-23,auf dem feierlichen Hoftag in Bamberg
1174-12-27,1174-12-27,bei der Belagerung von Roboreto (Alessandria)
1168-06-28,1168-06-28,Würzburg,49.8, 9.9333
1175-03-20,1175-03-20,S. Maria zu Como
1180-07-13,1180-07-13,auf dem feierlichen 
1174-09-08,1174-09-08,Olmütz,49.6333, 17.25
1169-06-01,1169-06-30,(Bamberg),49.9, 10.9
1177-08-01,1177-08-01,Venedig,45.5833, 12.5667
1168-06-01,1168-06-30,(Würzburg),49.8, 9.9333
1178-07-18,1178-07-18,in der Pfalz zu Gap
1177-08-03,1177-08-03,Venedig,45.5833, 12.5667
1177-08-01,1177-08-31,(Venedig),45.5833, 12.5667
1174-09-01,1174-09-30,am Fuß der Alpen (= Piemont)
1175-04-23,1175-04-23,Pavia,45.1167, 9.1333
1168-10-14,1168-10-14,Cambrai
1171-12-18,1171-12-18,Merseburg,51.3667, 12
1178-02-13,1178-02-13,Genua,44.4167, 8.95
1171-06-24,1171-06-24,Köln,50.9333, 6.95
1173-04-08,1173-04-08,Worms,49.6333, 8.35
1174-04-11,1174-04-11,Nimwegen,51.8333, 5.8667
1176-10-21,1176-10-21,Anagni,41.7333, 13.1667
1179-06-24,1179-06-24,Magdeburg,52.1333, 11.6167
1178-08-14,1178-08-14,Vienne,48.2167, 16.3667
1174-01-01,1174-12-31,bei Alessandria
1178-01-01,1178-01-31,Toscana
1172-04-19,1172-04-19,Würzburg,49.8, 9.9333
1169-05-03,1169-05-03,—
1173-02-28,1173-02-28,Säckingen
1177-07-21,1177-07-21,Venedig,45.5833, 12.5667
1179-02-18,1179-02-18,Weißenburg (im Elsaß)
1174-03-01,1174-03-31,Fulda 
1178-03-01,1178-03-31,Lombardei
1175-07-27,1175-07-27,Pavia,45.1167, 9.1333
1177-09-11,1177-09-11,im Dogenpalast zu Venedig,45.5833, 12.5667
1177-05-17,1177-05-17,Ravenna,44.4167, 11.9833
1174-09-01,1174-09-01,Basel,47.55, 7.6
1176-12-01,1176-12-31,(Padua)
1180-08-15,1180-08-15,Werla,53.718, -1.916
1175-11-06,1175-11-06,Roccha nova in der Lombardei
1170-03-10,1170-03-10,Friesach
1174-02-21,1174-02-21,Merseburg,51.3667, 12
1177-09-16,1177-09-16,"—, wohl Besançon"
1172-07-01,1172-07-31,(Altenburg)
1177-07-24,1177-07-24,Venedig,45.5833, 12.5667
1178-07-30,1178-07-30,in der Pfalz zu Arles
1179-01-06,1179-01-06,Worms,49.6333, 8.35
1172-01-01,1172-12-31,in der Reichsburg Kaiserslautern 
1177-01-01,1177-01-31,S. Martino in Strada (bei Forlì)
1177-08-14,1177-08-14,Venedig,45.5833, 12.5667
1177-07-22,1177-07-22,(Chioggia)
1177-04-13,1177-04-13,Ferrara,44.8, 11.8333
1170-05-15,1170-05-15,Mengen,48.05, 9.3333
1180-10-19,1180-10-19,Altenburg,50.9833, 12.45
1171-08-22,1171-08-22,Augsburg,48.35, 10.9
1177-08-14,1177-08-14,Venedig,45.5833, 12.5667
1177-08-17,1177-08-17,im Dogenpalast zu Venedig,45.5833, 12.5667
1169-08-04,1169-08-04,Passau,48.5833, 13.4667
1175-04-14,1175-04-14,S. Giulietta 
1175-01-01,1175-08-31,Konstanz,47.6667, 9.1667
1174-02-13,1174-02-13,(—)
1180-04-13,1180-04-13,auf dem feierlichen 
1175-03-26,1175-03-26,bei der Belagerung von Roboreto (Alessandria)
1174-08-22,1174-08-22,Hagenau,48.8167, 7.7833
1175-11-20,1175-11-20,Annone
1177-07-26,1177-07-26,Venedig,45.5833, 12.5667
1170-06-24,1170-06-24,Erfurt,50.9667, 11.05
1168-05-05,1168-05-05,Würzburg,49.8, 9.9333
1174-02-01,1174-02-28,Merseburg 
1177-07-08,1177-07-08,Cesena,44.15, 12.25
1170-07-25,1170-07-25,Frankfurt,50.1, 8.6833
1176-11-01,1176-11-01,(Aquileia)
1178-06-14,1178-06-14,in der Pfalz zu Turin
1177-12-19,1177-12-19,Assisi
1177-05-23,1177-05-23,am Rialto zu Venedig
1170-06-07,1170-06-07,auf dem 
1173-09-01,1173-09-30,Sachsen,52.8333, 10
1174-04-11,1174-04-11,Maastricht,50.85, 5.7
1169-01-01,1169-12-31,in der erzbischöflichen Pfalz zu Köln
1171-09-29,1171-09-29,Lüttich,50.6333, 5.5833
1177-06-01,1177-06-30,S. Maria di Pomposa
1178-08-19,1178-08-19,Lyon,56.6167, -4.0167
1178-01-25,1178-01-25,in der bischöflichen Pfalz zu Lucca
1172-04-01,1172-04-30,(Würzburg?)
1179-06-24,1179-06-24,Haldensleben
1177-12-02,1177-12-02,in der Grafschaft Osimo
1173-02-01,1173-02-28,Mark Ancona — Assisi — Spoleto
1177-03-23,1177-03-23,Cesena,44.15, 12.25
1174-09-01,1174-09-30,Mont Cenis
1173-06-08,1173-06-08,Frankfurt,50.1, 8.6833
1178-09-06,1178-09-06,Dôle,47.0833, 5.5
1176-12-01,1176-12-31,Sant' Agata zu Cremona
1179-01-22,1179-01-22,Worms,49.6333, 8.35
1171-09-04,1171-09-04,Aachen,50.7667, 6.1
1171-05-07,1171-05-07,Donauwörth,48.7333, 10.8
1173-05-31,1173-05-31,Regensburg,49.0167, 12.1
1177-12-20,1177-12-20,"Assisi, —"
1180-04-27,1180-04-27,(Gelnhausen),50.2, 9.1833
1169-03-05,1169-03-05,—
1174-05-08,1174-05-08,Quercia in der Grafschaft Florenz im Bistum Fiesole
1177-07-25,1177-07-25,Venedig,45.5833, 12.5667
1175-04-01,1175-04-30,Pavia,45.1167, 9.1333
1177-10-07,1177-10-07,Cesena,44.15, 12.25
